learner_id,event_date,grade,subject,activity_type,learning_style,connectivity,session_minutes,attempts,hints_used,accuracy,mastery_before,mastery_after,inactivity_days,completed,needs_remediation,origin
ELV-96fac4e526,2026-02-06,Terminale D,Mathématiques,exercise,visuel,moyenne,33,2,2,0.4649,0.3304,0.3645,31,1,1,synthetic
ELV-0c56f8ce39,2026-01-07,Terminale D,Mathématiques,exercise,auditif,bonne,43,2,2,0.4419,0.3285,0.391,10,1,1,synthetic
ELV-0c56f8ce39,2026-01-15,Terminale D,Physique-Chimie,course,auditif,bonne,28,2,3,0.5084,0.5101,0.5621,3,1,1,synthetic
ELV-0c56f8ce39,2026-01-20,Terminale D,SVT,exercise,auditif,bonne,37,2,2,0.5482,0.5232,0.6302,3,0,1,synthetic
ELV-0c56f8ce39,2026-01-22,Terminale D,Mathématiques,course,auditif,bonne,17,2,3,0.2079,0.3225,0.3614,13,0,1,synthetic
ELV-0c56f8ce39,2026-01-20,Terminale D,Physique-Chimie,exam,auditif,bonne,31,3,2,0.5037,0.3988,0.4224,8,1,1,synthetic
ELV-0c56f8ce39,2026-02-11,Terminale D,SVT,exercise,auditif,bonne,23,1,2,0.6729,0.5272,0.6293,17,0,1,synthetic
ELV-0c56f8ce39,2026-02-22,Terminale D,Mathématiques,exercise,auditif,bonne,41,4,1,0.6004,0.3874,0.4796,10,1,1,synthetic
ELV-0c56f8ce39,2026-02-11,Terminale D,Physique-Chimie,course,auditif,bonne,12,1,2,0.6315,0.527,0.6328,1,0,0,synthetic
ELV-f9c597cd88,2026-01-09,3e,Physique-Chimie,exercise,auditif,moyenne,35,2,3,0.3681,0.3718,0.3859,3,0,1,synthetic
ELV-f9c597cd88,2026-01-11,3e,SVT,laboratory,auditif,moyenne,10,3,3,0.1441,0.24,0.2994,2,0,1,synthetic
ELV-f9c597cd88,2026-01-17,3e,Mathématiques,exercise,auditif,moyenne,36,2,2,0.6533,0.4854,0.5463,12,1,1,synthetic
ELV-f9c597cd88,2026-01-20,3e,Physique-Chimie,exercise,auditif,moyenne,52,3,2,0.5321,0.4136,0.5029,0,1,1,synthetic
ELV-f9c597cd88,2026-02-08,3e,SVT,laboratory,auditif,moyenne,18,2,2,0.2083,0.2854,0.3285,3,0,1,synthetic
ELV-f9c597cd88,2026-02-01,3e,Mathématiques,exercise,auditif,moyenne,36,3,2,0.3025,0.2374,0.2667,4,0,1,synthetic
ELV-f9c597cd88,2026-02-13,3e,Physique-Chimie,course,auditif,moyenne,23,3,2,0.4865,0.3599,0.4407,0,1,1,synthetic
ELV-f9c597cd88,2026-02-04,3e,SVT,exam,auditif,moyenne,26,3,1,0.4415,0.4073,0.4678,0,1,1,synthetic
ELV-b5102e1a24,2026-01-09,3e,SVT,course,auditif,moyenne,43,3,1,0.6011,0.5447,0.6396,0,1,0,synthetic
ELV-b5102e1a24,2026-01-15,3e,Mathématiques,exam,auditif,moyenne,28,4,2,0.6644,0.4947,0.591,9,1,1,synthetic
ELV-b5102e1a24,2026-01-20,3e,Physique-Chimie,course,auditif,moyenne,38,2,2,0.8158,0.6235,0.7321,1,1,0,synthetic
ELV-b5102e1a24,2026-01-23,3e,SVT,exercise,auditif,moyenne,22,2,1,0.3749,0.3141,0.3483,4,0,1,synthetic
ELV-b5102e1a24,2026-02-01,3e,Mathématiques,laboratory,auditif,moyenne,38,3,2,0.4496,0.3344,0.3882,0,1,1,synthetic
ELV-b5102e1a24,2026-02-16,3e,Physique-Chimie,exercise,auditif,moyenne,32,2,1,0.5596,0.4841,0.5775,0,1,1,synthetic
ELV-b5102e1a24,2026-01-23,3e,SVT,laboratory,auditif,moyenne,37,2,1,0.6446,0.4699,0.5561,0,1,1,synthetic
ELV-b5102e1a24,2026-02-12,3e,Mathématiques,course,auditif,moyenne,25,1,2,0.5883,0.5243,0.624,2,1,0,synthetic
ELV-3e0d4aeddb,2026-01-05,Terminale D,Mathématiques,exercise,visuel,bonne,27,3,2,0.384,0.2601,0.2951,1,0,1,synthetic
ELV-3e0d4aeddb,2026-01-14,Terminale D,Physique-Chimie,exercise,visuel,bonne,37,3,2,0.5843,0.475,0.5666,3,1,1,synthetic
ELV-3e0d4aeddb,2026-01-13,Terminale D,SVT,exam,visuel,bonne,35,3,2,0.5665,0.5176,0.5718,0,1,1,synthetic
ELV-3e0d4aeddb,2026-01-21,Terminale D,Mathématiques,exercise,visuel,bonne,30,1,2,0.6083,0.4091,0.4662,15,0,1,synthetic
ELV-3e0d4aeddb,2026-02-01,Terminale D,Physique-Chimie,laboratory,visuel,bonne,29,5,2,0.3861,0.3007,0.3899,0,1,1,synthetic
ELV-3e0d4aeddb,2026-02-02,Terminale D,SVT,exam,visuel,bonne,43,2,2,0.6801,0.5188,0.6262,4,1,0,synthetic
ELV-3e0d4aeddb,2026-02-19,Terminale D,Mathématiques,course,visuel,bonne,44,2,2,0.4706,0.3608,0.3753,0,1,1,synthetic
ELV-3e0d4aeddb,2026-03-06,Terminale D,Physique-Chimie,course,visuel,bonne,38,3,2,0.5406,0.4606,0.5176,1,1,1,synthetic
ELV-e8ded3c822,2026-01-06,3e,Physique-Chimie,laboratory,visuel,faible,39,2,3,0.4763,0.5161,0.5941,1,1,1,synthetic
ELV-e8ded3c822,2026-01-14,3e,SVT,course,visuel,faible,33,1,1,0.8147,0.6333,0.7547,1,1,0,synthetic
ELV-e8ded3c822,2026-01-15,3e,Mathématiques,exercise,visuel,faible,35,3,2,0.4698,0.4734,0.4862,4,1,1,synthetic
ELV-e8ded3c822,2026-01-26,3e,Physique-Chimie,laboratory,visuel,faible,39,3,2,0.526,0.4381,0.5424,3,1,1,synthetic
ELV-e8ded3c822,2026-02-07,3e,SVT,exercise,visuel,faible,50,3,2,0.3276,0.3941,0.4368,4,0,1,synthetic
ELV-e8ded3c822,2026-02-16,3e,Mathématiques,laboratory,visuel,faible,25,2,2,0.5955,0.5173,0.6511,3,1,0,synthetic
ELV-e8ded3c822,2026-02-06,3e,Physique-Chimie,course,visuel,faible,36,3,3,0.471,0.5191,0.5769,3,1,1,synthetic
ELV-e8ded3c822,2026-02-02,3e,SVT,laboratory,visuel,faible,41,2,2,0.4432,0.5347,0.6009,4,1,1,synthetic
ELV-3ed3db8250,2026-01-09,Terminale C,SVT,exercise,auditif,faible,29,2,0,0.7285,0.6856,0.8173,4,1,0,synthetic
ELV-3ed3db8250,2026-01-13,Terminale C,Mathématiques,exercise,auditif,faible,39,1,0,0.6688,0.7782,0.9378,7,1,0,synthetic
ELV-3ed3db8250,2026-01-11,Terminale C,Physique-Chimie,exercise,auditif,faible,37,4,1,0.6764,0.6456,0.7297,9,0,0,synthetic
ELV-3ed3db8250,2026-01-26,Terminale C,SVT,laboratory,auditif,faible,27,1,1,1.0,0.9405,1.0,14,1,1,synthetic
ELV-3ed3db8250,2026-02-09,Terminale C,Mathématiques,course,auditif,faible,34,2,2,0.7332,0.6876,0.764,6,1,0,synthetic
ELV-3ed3db8250,2026-02-06,Terminale C,Physique-Chimie,course,auditif,faible,28,2,0,1.0,0.9446,1.0,1,1,0,synthetic
ELV-3ed3db8250,2026-02-26,Terminale C,SVT,exercise,auditif,faible,39,1,1,0.9132,0.7982,0.922,0,1,0,synthetic
ELV-3ed3db8250,2026-01-29,Terminale C,Mathématiques,exercise,auditif,faible,36,2,0,0.808,0.8578,0.9635,0,1,0,synthetic
ELV-94e6db2377,2026-01-07,Terminale D,Mathématiques,exercise,visuel,bonne,44,3,2,0.7105,0.5827,0.7151,1,1,0,synthetic
ELV-94e6db2377,2026-01-10,Terminale D,Physique-Chimie,exam,visuel,bonne,35,1,2,0.812,0.6206,0.6835,6,1,0,synthetic
ELV-94e6db2377,2026-01-21,Terminale D,SVT,course,visuel,bonne,41,3,1,0.954,0.7494,0.9096,2,1,0,synthetic
ELV-94e6db2377,2026-01-27,Terminale D,Mathématiques,exam,visuel,bonne,28,2,2,0.6467,0.6001,0.6558,21,1,1,synthetic
ELV-94e6db2377,2026-01-22,Terminale D,Physique-Chimie,laboratory,visuel,bonne,33,2,1,0.9322,0.8213,0.9546,12,1,0,synthetic
ELV-94e6db2377,2026-02-03,Terminale D,SVT,course,visuel,bonne,31,1,1,0.7674,0.5822,0.7103,0,1,0,synthetic
ELV-94e6db2377,2026-02-26,Terminale D,Mathématiques,exercise,visuel,bonne,44,2,2,0.763,0.5669,0.6651,11,1,0,synthetic
ELV-94e6db2377,2026-02-27,Terminale D,Physique-Chimie,exam,visuel,bonne,22,2,1,0.814,0.7153,0.8359,6,1,0,synthetic
ELV-0572785582,2026-01-05,Terminale D,Physique-Chimie,exercise,auditif,moyenne,31,2,3,0.5592,0.4454,0.466,11,1,1,synthetic
ELV-0572785582,2026-01-13,Terminale D,SVT,exercise,auditif,moyenne,37,3,1,0.6893,0.4917,0.5964,1,1,1,synthetic
ELV-0572785582,2026-01-19,Terminale D,Mathématiques,exercise,auditif,moyenne,27,3,2,0.4038,0.4119,0.456,5,1,1,synthetic
ELV-0572785582,2026-01-27,Terminale D,Physique-Chimie,laboratory,auditif,moyenne,22,2,1,0.6987,0.6445,0.7922,8,0,0,synthetic
ELV-0572785582,2026-02-06,Terminale D,SVT,exercise,auditif,moyenne,16,1,0,0.6576,0.6183,0.732,4,1,0,synthetic
ELV-0572785582,2026-02-16,Terminale D,Mathématiques,exam,auditif,moyenne,33,2,2,0.5706,0.5203,0.5798,26,1,1,synthetic
ELV-0572785582,2026-02-24,Terminale D,Physique-Chimie,exercise,auditif,moyenne,33,2,3,0.4771,0.4088,0.4145,5,1,1,synthetic
ELV-0572785582,2026-02-16,Terminale D,SVT,course,auditif,moyenne,54,3,2,0.6792,0.5548,0.6031,0,1,0,synthetic
ELV-e23032f50f,2026-01-06,Terminale C,SVT,laboratory,auditif,bonne,28,1,1,0.8677,0.7113,0.8759,11,1,0,synthetic
ELV-e23032f50f,2026-01-11,Terminale C,Mathématiques,exercise,auditif,bonne,23,2,2,0.9066,0.5239,0.6054,0,1,0,synthetic
ELV-e23032f50f,2026-01-11,Terminale C,Physique-Chimie,course,auditif,bonne,41,3,1,0.7299,0.5609,0.6375,2,1,0,synthetic
ELV-e23032f50f,2026-01-26,Terminale C,SVT,laboratory,auditif,bonne,27,2,1,0.8399,0.656,0.7613,8,1,0,synthetic
ELV-e23032f50f,2026-01-27,Terminale C,Mathématiques,laboratory,auditif,bonne,40,2,1,0.7294,0.4824,0.5823,16,1,1,synthetic
ELV-e23032f50f,2026-01-26,Terminale C,Physique-Chimie,course,auditif,bonne,35,3,3,0.7981,0.5377,0.643,14,1,1,synthetic
ELV-e23032f50f,2026-02-14,Terminale C,SVT,course,auditif,bonne,31,2,1,0.7589,0.6878,0.7862,3,1,0,synthetic
ELV-e23032f50f,2026-02-12,Terminale C,Mathématiques,exam,auditif,bonne,20,1,2,0.7117,0.5093,0.6278,3,1,0,synthetic
ELV-6ff7ce6e4c,2026-01-07,Terminale C,Mathématiques,exam,auditif,moyenne,26,1,3,0.5465,0.4025,0.4785,2,1,1,synthetic
ELV-6ff7ce6e4c,2026-01-16,Terminale C,Physique-Chimie,course,auditif,moyenne,23,2,0,0.5897,0.4606,0.5862,0,1,1,synthetic
ELV-6ff7ce6e4c,2026-01-18,Terminale C,SVT,exercise,auditif,moyenne,48,3,1,0.7656,0.5468,0.6108,13,1,0,synthetic
ELV-6ff7ce6e4c,2026-02-02,Terminale C,Mathématiques,exercise,auditif,moyenne,18,2,1,0.5687,0.4774,0.5334,0,1,1,synthetic
ELV-6ff7ce6e4c,2026-01-23,Terminale C,Physique-Chimie,exercise,auditif,moyenne,23,3,1,0.4835,0.3859,0.4704,3,0,1,synthetic
ELV-6ff7ce6e4c,2026-02-12,Terminale C,SVT,exercise,auditif,moyenne,33,2,0,0.7299,0.5075,0.5814,2,1,1,synthetic
ELV-6ff7ce6e4c,2026-02-20,Terminale C,Mathématiques,course,auditif,moyenne,36,3,2,0.4852,0.4026,0.451,4,1,1,synthetic
ELV-6ff7ce6e4c,2026-02-05,Terminale C,Physique-Chimie,exercise,auditif,moyenne,31,4,3,0.4264,0.4878,0.5113,1,1,1,synthetic
ELV-90c872847f,2026-01-06,Terminale C,Physique-Chimie,exercise,pratique,bonne,28,3,3,0.4407,0.4289,0.4822,3,0,1,synthetic
ELV-90c872847f,2026-01-13,Terminale C,SVT,exam,pratique,bonne,26,2,1,0.7915,0.5617,0.651,15,1,1,synthetic
ELV-90c872847f,2026-01-22,Terminale C,Mathématiques,exam,pratique,bonne,31,2,2,0.6873,0.5749,0.6799,8,1,0,synthetic
ELV-90c872847f,2026-01-18,Terminale C,Physique-Chimie,course,pratique,bonne,44,3,3,0.623,0.5079,0.5734,0,0,1,synthetic
ELV-90c872847f,2026-02-08,Terminale C,SVT,exam,pratique,bonne,33,2,3,0.6135,0.4753,0.5086,0,1,1,synthetic
ELV-90c872847f,2026-02-14,Terminale C,Mathématiques,exam,pratique,bonne,36,3,1,0.615,0.4806,0.5635,1,1,1,synthetic
ELV-90c872847f,2026-02-07,Terminale C,Physique-Chimie,exercise,pratique,bonne,28,2,2,0.8306,0.6076,0.7082,4,1,0,synthetic
ELV-90c872847f,2026-01-27,Terminale C,SVT,course,pratique,bonne,38,2,2,0.6918,0.5128,0.6174,0,1,0,synthetic
ELV-09cda06dc7,2026-01-07,Terminale C,SVT,course,pratique,faible,35,2,1,0.8387,0.7688,0.8813,0,0,0,synthetic
ELV-09cda06dc7,2026-01-12,Terminale C,Mathématiques,course,pratique,faible,39,2,2,0.6094,0.5734,0.6842,1,1,0,synthetic
ELV-09cda06dc7,2026-01-11,Terminale C,Physique-Chimie,laboratory,pratique,faible,32,1,2,0.7399,0.67,0.7493,3,1,0,synthetic
ELV-09cda06dc7,2026-01-14,Terminale C,SVT,laboratory,pratique,faible,25,3,0,0.8144,0.6725,0.8118,2,0,0,synthetic
ELV-09cda06dc7,2026-01-26,Terminale C,Mathématiques,laboratory,pratique,faible,41,2,1,0.5775,0.5143,0.6133,39,1,1,synthetic
ELV-09cda06dc7,2026-01-25,Terminale C,Physique-Chimie,laboratory,pratique,faible,26,3,1,0.6903,0.4987,0.5995,18,0,1,synthetic
ELV-09cda06dc7,2026-02-20,Terminale C,SVT,laboratory,pratique,faible,20,1,3,0.6925,0.6319,0.7336,8,0,0,synthetic
ELV-09cda06dc7,2026-03-04,Terminale C,Mathématiques,exam,pratique,faible,32,2,2,0.6396,0.6593,0.733,3,0,0,synthetic
ELV-a1ebb8f128,2026-01-06,Terminale D,Mathématiques,exercise,pratique,moyenne,20,2,4,0.654,0.5624,0.6155,3,1,0,synthetic
ELV-a1ebb8f128,2026-01-17,Terminale D,Physique-Chimie,course,pratique,moyenne,41,1,3,0.6887,0.5909,0.6318,0,1,0,synthetic
ELV-a1ebb8f128,2026-01-17,Terminale D,SVT,course,pratique,moyenne,26,1,2,0.5901,0.6302,0.6698,9,1,0,synthetic
ELV-a1ebb8f128,2026-01-21,Terminale D,Mathématiques,course,pratique,moyenne,41,2,2,0.6831,0.5621,0.6443,0,1,0,synthetic
ELV-a1ebb8f128,2026-01-25,Terminale D,Physique-Chimie,course,pratique,moyenne,32,3,3,0.4121,0.3831,0.3958,6,0,1,synthetic
ELV-a1ebb8f128,2026-01-26,Terminale D,SVT,exercise,pratique,moyenne,22,1,1,0.4375,0.5635,0.6305,6,0,1,synthetic
ELV-a1ebb8f128,2026-02-04,Terminale D,Mathématiques,exercise,pratique,moyenne,27,3,1,0.6667,0.5232,0.6219,3,1,0,synthetic
ELV-a1ebb8f128,2026-01-30,Terminale D,Physique-Chimie,exercise,pratique,moyenne,27,3,2,0.5418,0.5124,0.5629,22,0,1,synthetic
ELV-93295096ab,2026-01-09,3e,Physique-Chimie,course,pratique,faible,23,1,1,0.7682,0.6525,0.7839,2,1,0,synthetic
ELV-93295096ab,2026-01-14,3e,SVT,exercise,pratique,faible,28,2,1,0.9025,0.8074,0.9187,4,1,0,synthetic
ELV-93295096ab,2026-01-17,3e,Mathématiques,exam,pratique,faible,28,3,2,0.7175,0.6739,0.7558,2,1,0,synthetic
ELV-93295096ab,2026-01-15,3e,Physique-Chimie,course,pratique,faible,14,1,1,0.5952,0.6704,0.7669,1,1,0,synthetic
ELV-93295096ab,2026-02-02,3e,SVT,exercise,pratique,faible,19,1,2,0.7604,0.645,0.7497,5,1,0,synthetic
ELV-93295096ab,2026-01-22,3e,Mathématiques,exercise,pratique,faible,30,1,0,0.8327,0.738,0.844,1,1,0,synthetic
ELV-93295096ab,2026-02-19,3e,Physique-Chimie,exam,pratique,faible,36,2,2,0.7015,0.7437,0.8798,8,1,0,synthetic
ELV-93295096ab,2026-02-03,3e,SVT,exercise,pratique,faible,22,1,0,1.0,0.832,0.9822,3,1,0,synthetic
ELV-39af3a189f,2026-01-09,Terminale C,SVT,exercise,pratique,faible,31,2,1,0.5264,0.4467,0.4953,2,1,1,synthetic
ELV-39af3a189f,2026-01-12,Terminale C,Mathématiques,course,pratique,faible,41,2,1,0.5282,0.5078,0.5909,0,0,1,synthetic
ELV-39af3a189f,2026-01-19,Terminale C,Physique-Chimie,course,pratique,faible,34,2,3,0.4246,0.353,0.3976,8,1,1,synthetic
ELV-39af3a189f,2026-01-17,Terminale C,SVT,course,pratique,faible,24,2,1,0.508,0.4964,0.5636,1,0,1,synthetic
ELV-39af3a189f,2026-01-23,Terminale C,Mathématiques,course,pratique,faible,24,1,3,0.3889,0.4074,0.4503,0,0,1,synthetic
ELV-39af3a189f,2026-02-06,Terminale C,Physique-Chimie,exam,pratique,faible,32,2,2,0.5687,0.4791,0.5724,10,1,1,synthetic
ELV-39af3a189f,2026-02-01,Terminale C,SVT,exam,pratique,faible,35,2,1,0.6659,0.567,0.7252,1,1,0,synthetic
ELV-39af3a189f,2026-02-26,Terminale C,Mathématiques,course,pratique,faible,17,1,1,0.4603,0.5364,0.6221,0,0,1,synthetic
ELV-b93fa77580,2026-01-08,3e,Mathématiques,laboratory,auditif,bonne,23,2,0,0.6202,0.573,0.6656,16,1,1,synthetic
ELV-b93fa77580,2026-01-10,3e,Physique-Chimie,laboratory,auditif,bonne,21,3,3,0.5454,0.4688,0.5448,10,1,1,synthetic
ELV-b93fa77580,2026-01-12,3e,SVT,course,auditif,bonne,33,3,1,0.5719,0.4864,0.5584,15,0,1,synthetic
ELV-b93fa77580,2026-01-27,3e,Mathématiques,exercise,auditif,bonne,32,1,1,0.6504,0.4827,0.5664,11,1,1,synthetic
ELV-b93fa77580,2026-02-09,3e,Physique-Chimie,course,auditif,bonne,38,1,0,0.7685,0.5214,0.6342,36,1,1,synthetic
ELV-b93fa77580,2026-02-03,3e,SVT,laboratory,auditif,bonne,23,3,2,0.7028,0.5983,0.6804,6,0,0,synthetic
ELV-b93fa77580,2026-02-11,3e,Mathématiques,exam,auditif,bonne,26,3,2,0.4381,0.3828,0.449,3,0,1,synthetic
ELV-b93fa77580,2026-01-29,3e,Physique-Chimie,course,auditif,bonne,14,2,2,0.5203,0.5445,0.6465,7,1,1,synthetic
ELV-832b120611,2026-01-06,Terminale D,Physique-Chimie,exercise,visuel,moyenne,18,1,1,0.7428,0.5748,0.6402,15,1,1,synthetic
ELV-832b120611,2026-01-11,Terminale D,SVT,course,visuel,moyenne,30,3,0,0.7302,0.5144,0.6103,1,1,0,synthetic
ELV-832b120611,2026-01-16,Terminale D,Mathématiques,exercise,visuel,moyenne,37,3,2,0.7318,0.6112,0.6633,3,1,0,synthetic
ELV-832b120611,2026-01-18,Terminale D,Physique-Chimie,exercise,visuel,moyenne,39,1,1,0.7972,0.7038,0.8128,20,1,1,synthetic
ELV-832b120611,2026-01-23,Terminale D,SVT,exercise,visuel,moyenne,26,1,0,1.0,0.7861,0.9514,3,1,0,synthetic
ELV-832b120611,2026-02-15,Terminale D,Mathématiques,course,visuel,moyenne,19,3,2,0.5597,0.527,0.5884,6,1,1,synthetic
ELV-832b120611,2026-01-26,Terminale D,Physique-Chimie,exercise,visuel,moyenne,42,2,2,0.5754,0.5715,0.6617,15,1,1,synthetic
ELV-832b120611,2026-03-04,Terminale D,SVT,exercise,visuel,moyenne,23,1,2,0.7044,0.7771,0.8281,7,1,0,synthetic
ELV-37a78d640b,2026-01-07,3e,SVT,exercise,visuel,moyenne,31,1,0,1.0,1.0,1.0,20,0,1,synthetic
ELV-37a78d640b,2026-01-15,3e,Mathématiques,exam,visuel,moyenne,16,1,0,0.9859,0.9139,1.0,30,1,1,synthetic
ELV-37a78d640b,2026-01-15,3e,Physique-Chimie,exam,visuel,moyenne,16,2,2,0.7804,0.8336,0.9453,6,1,0,synthetic
ELV-37a78d640b,2026-01-26,3e,SVT,exercise,visuel,moyenne,30,2,0,0.9616,0.803,0.942,15,1,1,synthetic
ELV-37a78d640b,2026-01-26,3e,Mathématiques,exam,visuel,moyenne,31,1,1,0.9661,0.8881,0.9749,10,1,0,synthetic
ELV-37a78d640b,2026-02-15,3e,Physique-Chimie,exercise,visuel,moyenne,30,2,0,0.8327,0.8092,0.9328,4,1,0,synthetic
ELV-37a78d640b,2026-01-25,3e,SVT,course,visuel,moyenne,19,2,1,0.9073,1.0,1.0,37,1,1,synthetic
ELV-37a78d640b,2026-01-27,3e,Mathématiques,exercise,visuel,moyenne,28,1,1,0.9912,0.9083,1.0,18,1,1,synthetic
ELV-14af4ca844,2026-01-06,Terminale D,Mathématiques,course,visuel,bonne,28,2,1,0.8021,0.5879,0.7089,3,1,0,synthetic
ELV-14af4ca844,2026-01-09,Terminale D,Physique-Chimie,exercise,visuel,bonne,34,2,1,0.712,0.5209,0.6538,8,1,0,synthetic
ELV-14af4ca844,2026-01-11,Terminale D,SVT,exercise,visuel,bonne,17,1,1,0.5971,0.4595,0.5498,0,1,1,synthetic
ELV-14af4ca844,2026-01-15,Terminale D,Mathématiques,laboratory,visuel,bonne,33,2,1,0.7301,0.5443,0.676,2,1,0,synthetic
ELV-14af4ca844,2026-02-09,Terminale D,Physique-Chimie,exercise,visuel,bonne,39,2,1,0.7695,0.5046,0.605,1,1,0,synthetic
ELV-14af4ca844,2026-02-14,Terminale D,SVT,exercise,visuel,bonne,13,3,2,0.4926,0.4219,0.4915,0,0,1,synthetic
ELV-14af4ca844,2026-01-27,Terminale D,Mathématiques,course,visuel,bonne,31,5,1,0.6383,0.522,0.6148,11,1,0,synthetic
ELV-14af4ca844,2026-02-09,Terminale D,Physique-Chimie,exercise,visuel,bonne,39,3,2,0.6418,0.4744,0.5416,0,0,1,synthetic
ELV-8fcfd3221a,2026-01-05,3e,Physique-Chimie,exercise,pratique,bonne,19,2,1,0.7967,0.6735,0.7553,17,1,1,synthetic
ELV-8fcfd3221a,2026-01-14,3e,SVT,exercise,pratique,bonne,22,1,0,0.965,0.8491,0.9564,13,1,0,synthetic
ELV-8fcfd3221a,2026-01-13,3e,Mathématiques,exercise,pratique,bonne,21,2,2,0.7433,0.7115,0.8301,8,1,0,synthetic
ELV-8fcfd3221a,2026-01-24,3e,Physique-Chimie,course,pratique,bonne,37,1,2,0.8194,0.6653,0.7959,2,1,0,synthetic
ELV-8fcfd3221a,2026-01-17,3e,SVT,course,pratique,bonne,33,1,1,1.0,0.8777,1.0,1,0,0,synthetic
ELV-8fcfd3221a,2026-01-23,3e,Mathématiques,laboratory,pratique,bonne,35,2,2,0.7249,0.7263,0.8393,13,0,0,synthetic
ELV-8fcfd3221a,2026-02-17,3e,Physique-Chimie,exam,pratique,bonne,41,2,0,0.9511,0.7698,0.9134,3,1,0,synthetic
ELV-8fcfd3221a,2026-02-11,3e,SVT,course,pratique,bonne,33,2,1,0.9142,0.787,0.9205,7,0,0,synthetic
ELV-ffe717f382,2026-01-09,Terminale D,SVT,laboratory,pratique,faible,31,3,0,0.6512,0.5501,0.6632,2,1,0,synthetic
ELV-ffe717f382,2026-01-10,Terminale D,Mathématiques,course,pratique,faible,20,2,1,0.6383,0.5824,0.7105,19,0,1,synthetic
ELV-ffe717f382,2026-01-17,Terminale D,Physique-Chimie,exercise,pratique,faible,28,3,1,0.6742,0.5957,0.6674,2,1,0,synthetic
ELV-ffe717f382,2026-01-21,Terminale D,SVT,exercise,pratique,faible,30,1,1,0.8573,0.6621,0.7778,7,0,0,synthetic
ELV-ffe717f382,2026-01-17,Terminale D,Mathématiques,exercise,pratique,faible,42,2,1,0.6514,0.6076,0.71,40,0,1,synthetic
ELV-ffe717f382,2026-01-28,Terminale D,Physique-Chimie,exam,pratique,faible,37,2,1,0.6829,0.6298,0.7298,31,1,1,synthetic
ELV-ffe717f382,2026-01-29,Terminale D,SVT,laboratory,pratique,faible,27,1,1,0.9238,0.7658,0.8786,1,1,0,synthetic
ELV-ffe717f382,2026-01-28,Terminale D,Mathématiques,course,pratique,faible,30,2,1,0.5842,0.5617,0.6461,2,0,0,synthetic
ELV-a7113fb37e,2026-01-08,3e,Mathématiques,laboratory,visuel,bonne,28,2,1,0.7243,0.642,0.7861,6,1,0,synthetic
ELV-a7113fb37e,2026-01-14,3e,Physique-Chimie,exercise,visuel,bonne,31,3,1,0.8057,0.6782,0.762,2,1,0,synthetic
ELV-a7113fb37e,2026-01-18,3e,SVT,exercise,visuel,bonne,56,2,1,0.8837,0.792,0.9422,0,1,0,synthetic
ELV-a7113fb37e,2026-01-19,3e,Mathématiques,exercise,visuel,bonne,18,2,0,0.8308,0.7037,0.8262,3,1,0,synthetic
ELV-a7113fb37e,2026-02-01,3e,Physique-Chimie,course,visuel,bonne,22,3,0,0.7948,0.7331,0.8831,6,0,0,synthetic
ELV-a7113fb37e,2026-02-11,3e,SVT,exercise,visuel,bonne,40,3,1,0.8507,0.6548,0.7441,3,1,0,synthetic
ELV-a7113fb37e,2026-01-26,3e,Mathématiques,course,visuel,bonne,33,2,1,0.6809,0.6547,0.7549,2,1,0,synthetic
ELV-a7113fb37e,2026-02-03,3e,Physique-Chimie,exercise,visuel,bonne,38,2,1,0.8325,0.7313,0.8325,6,1,0,synthetic
ELV-3adb5c3db8,2026-01-05,3e,Physique-Chimie,course,pratique,bonne,36,3,2,0.5874,0.4841,0.5489,2,1,1,synthetic
ELV-3adb5c3db8,2026-01-12,3e,SVT,laboratory,pratique,bonne,20,4,2,0.5619,0.4622,0.5663,10,1,1,synthetic
ELV-3adb5c3db8,2026-01-17,3e,Mathématiques,laboratory,pratique,bonne,16,4,2,0.3515,0.311,0.3919,5,0,1,synthetic
ELV-3adb5c3db8,2026-01-21,3e,Physique-Chimie,laboratory,pratique,bonne,32,2,1,0.459,0.2982,0.401,1,1,1,synthetic
ELV-3adb5c3db8,2026-02-01,3e,SVT,course,pratique,bonne,34,3,3,0.5691,0.4331,0.4911,7,1,1,synthetic
ELV-3adb5c3db8,2026-01-29,3e,Mathématiques,exercise,pratique,bonne,36,2,2,0.5242,0.3482,0.4087,0,1,1,synthetic
ELV-3adb5c3db8,2026-02-10,3e,Physique-Chimie,exercise,pratique,bonne,37,2,2,0.525,0.4175,0.4547,7,1,1,synthetic
ELV-3adb5c3db8,2026-02-18,3e,SVT,laboratory,pratique,bonne,44,4,3,0.4931,0.4577,0.5583,31,1,1,synthetic
ELV-c4a5c8ce35,2026-01-05,3e,SVT,exercise,pratique,bonne,23,1,1,0.9988,1.0,1.0,8,1,0,synthetic
ELV-c4a5c8ce35,2026-01-11,3e,Mathématiques,course,pratique,bonne,26,1,0,1.0,0.938,1.0,3,1,0,synthetic
ELV-c4a5c8ce35,2026-01-16,3e,Physique-Chimie,course,pratique,bonne,25,1,2,0.9148,0.9258,1.0,11,1,0,synthetic
ELV-c4a5c8ce35,2026-01-30,3e,SVT,laboratory,pratique,bonne,17,1,0,1.0,0.9133,1.0,12,1,0,synthetic
ELV-c4a5c8ce35,2026-01-23,3e,Mathématiques,course,pratique,bonne,35,1,1,1.0,1.0,1.0,6,1,0,synthetic
